date,open,high,low,close,volume,average,barCount
2020-05-13 15:59:00,158.07,158.22,158.0,158.12,2615,158.1094,364
2020-05-13 15:58:00,158.12,158.28,157.98,158.0,1757,158.1422,272
2020-05-13 15:57:00,157.91,158.14,157.8,158.07,1753,158.0058,237
2020-05-13 15:56:00,158.1,158.17,157.79,157.9,1554,157.9618,248
2020-05-13 15:55:00,158.24,158.52,158.03,158.11,1993,158.2532,251
2020-05-13 15:54:00,158.64,158.69,157.86,158.29,3454,158.3714,409
2020-05-13 15:53:00,158.95,159.08,158.6,158.6,2486,158.8248,299
2020-05-13 15:52:00,158.49,158.95,158.38,158.95,3321,158.7194,369
2020-05-13 15:51:00,158.32,158.58,158.01,158.41,3295,158.33700000000002,444
2020-05-13 15:50:00,157.61,158.33,157.56,158.28,3685,158.0476,434
2020-05-13 15:49:00,157.87,157.98,157.6,157.6,1543,157.7934,145
2020-05-13 15:48:00,157.71,157.95,157.44,157.89,2604,157.7188,291
2020-05-13 15:47:00,157.1,157.76,157.06,157.72,2167,157.4698,247
2020-05-13 15:46:00,157.07,157.2,156.98,156.99,1122,157.0728,121
2020-05-13 15:45:00,157.42,157.59,157.0,157.14,1646,157.275,215
2020-05-13 15:44:00,157.67,157.79,157.27,157.45,1622,157.566,187
2020-05-13 15:43:00,157.39,157.68,157.37,157.66,1846,157.5098,242
2020-05-13 15:42:00,157.14,157.45,156.83,157.42,1358,157.1418,178
2020-05-13 15:41:00,156.83,157.2,156.74,157.16,2301,157.024,273
2020-05-13 15:40:00,156.59,156.98,156.53,156.88,2322,156.7796,276
2020-05-13 15:39:00,156.44,156.57,156.26,156.56,1046,156.3882,124
2020-05-13 15:38:00,156.73,156.74,156.4,156.4,1104,156.5234,157
2020-05-13 15:37:00,156.68,156.78,156.43,156.7,730,156.5892,83
2020-05-13 15:36:00,156.83,156.97,156.63,156.7,1628,156.789,183
2020-05-13 15:35:00,156.32,156.94,156.23,156.83,2122,156.642,239
2020-05-13 15:34:00,156.35,156.6,156.32,156.36,1261,156.464,158
2020-05-13 15:33:00,155.77,156.46,155.77,156.41,2343,156.2172,303
2020-05-13 15:32:00,155.83,155.89,155.64,155.77,434,155.7906,61
2020-05-13 15:31:00,155.98,156.0,155.71,155.82,617,155.8318,95
2020-05-13 15:30:00,156.01,156.13,155.8,156.0,1758,155.9578,217
2020-05-13 15:29:00,156.02,156.27,155.87,156.16,1424,156.1198,167
2020-05-13 15:28:00,155.76,156.03,155.69,155.94,2439,155.9312,282
2020-05-13 15:27:00,155.66,155.76,155.49,155.69,1565,155.6344,162
2020-05-13 15:26:00,155.31,155.67,155.05,155.66,1018,155.3906,128
2020-05-13 15:25:00,155.22,155.57,155.18,155.19,1029,155.3452,137
2020-05-13 15:24:00,155.19,155.49,155.19,155.21,1006,155.3104,114
2020-05-13 15:23:00,155.28,155.36,155.05,155.21,652,155.22799999999998,101
2020-05-13 15:22:00,155.56,155.82,155.2,155.25,822,155.4874,112
2020-05-13 15:21:00,155.65,155.8,155.5,155.55,467,155.5938,55
2020-05-13 15:20:00,155.81,156.12,155.57,155.58,938,155.8368,117
2020-05-13 15:19:00,155.68,155.96,155.64,155.83,616,155.7788,71
2020-05-13 15:18:00,155.66,155.86,155.59,155.66,379,155.71200000000002,58
2020-05-13 15:17:00,155.82,155.82,155.44,155.7,557,155.6322,77
2020-05-13 15:16:00,155.74,156.03,155.7,155.7,677,155.8632,68
2020-05-13 15:15:00,155.89,155.99,155.64,155.78,544,155.787,74
2020-05-13 15:14:00,155.52,156.05,155.52,155.83,867,155.7688,85
2020-05-13 15:13:00,156.14,156.2,155.49,155.62,634,155.8598,85
2020-05-13 15:12:00,156.19,156.3,156.03,156.16,417,156.16899999999998,55
2020-05-13 15:11:00,156.36,156.36,156.0,156.13,663,156.1352,82
2020-05-13 15:10:00,156.24,156.73,156.23,156.41,1679,156.499,205
2020-05-13 15:09:00,155.83,156.3,155.79,156.24,1459,156.0526,169
2020-05-13 15:08:00,155.82,155.9,155.56,155.85,721,155.7674,87
2020-05-13 15:07:00,155.97,156.2,155.74,155.8,1193,155.937,149
2020-05-13 15:06:00,156.28,156.31,155.93,155.94,899,156.15,112
2020-05-13 15:05:00,156.69,156.69,156.15,156.25,1333,156.3328,125
2020-05-13 15:04:00,156.54,156.76,156.38,156.65,1670,156.60299999999998,181
2020-05-13 15:03:00,156.4,156.6,156.16,156.54,1863,156.3818,217
2020-05-13 15:02:00,156.08,156.4,155.97,156.33,2146,156.1868,259
2020-05-13 15:01:00,155.69,156.15,155.6,156.1,2413,155.895,278
2020-05-13 15:00:00,155.01,155.86,154.92,155.68,2601,155.33100000000002,317
2020-05-13 14:59:00,155.45,155.49,154.95,154.99,1159,155.1022,149
2020-05-13 14:58:00,155.11,155.48,155.11,155.45,1201,155.298,117
2020-05-13 14:57:00,155.6,155.6,155.03,155.15,1006,155.311,127
2020-05-13 14:56:00,155.85,156.04,155.6,155.61,802,155.7858,104
2020-05-13 14:55:00,156.01,156.19,155.8,155.85,780,155.935,85
2020-05-13 14:54:00,156.0,156.14,155.89,156.03,829,156.0288,94
2020-05-13 14:53:00,155.97,156.17,155.81,155.95,658,156.0098,80
2020-05-13 14:52:00,155.9,156.07,155.69,155.98,464,155.8648,55
2020-05-13 14:51:00,155.85,156.24,155.68,155.99,620,156.0142,65
2020-05-13 14:50:00,156.2,156.34,155.71,155.85,1040,156.0648,123
2020-05-13 14:49:00,156.2,156.37,156.11,156.21,1056,156.2564,114
2020-05-13 14:48:00,156.14,156.31,155.92,156.26,1577,156.1152,167
2020-05-13 14:47:00,156.03,156.4,155.99,156.19,2113,156.22,241
2020-05-13 14:46:00,155.6,156.09,155.48,156.0,1752,155.8544,208
2020-05-13 14:45:00,155.77,156.06,155.6,155.6,903,155.7624,120
2020-05-13 14:44:00,155.78,155.94,155.73,155.77,760,155.8138,72
2020-05-13 14:43:00,155.88,155.98,155.69,155.78,903,155.8276,109
2020-05-13 14:42:00,156.09,156.09,155.73,155.85,1188,155.9474,140
2020-05-13 14:41:00,156.15,156.4,156.07,156.13,1235,156.2822,140
2020-05-13 14:40:00,156.09,156.18,155.98,156.09,490,156.0828,70
2020-05-13 14:39:00,156.29,156.29,155.8,156.07,1513,156.0412,161
2020-05-13 14:38:00,156.28,156.45,156.23,156.23,1127,156.3472,123
2020-05-13 14:37:00,156.4,156.49,156.05,156.22,794,156.2422,88
2020-05-13 14:36:00,156.28,156.5,156.28,156.43,1566,156.4086,196
2020-05-13 14:35:00,156.47,156.48,156.04,156.25,1375,156.2366,128
2020-05-13 14:34:00,156.38,156.61,156.33,156.45,708,156.5154,63
2020-05-13 14:33:00,156.91,157.03,156.17,156.48,1532,156.519,202
2020-05-13 14:32:00,156.94,157.05,156.69,156.87,650,156.8512,68
2020-05-13 14:31:00,156.91,156.98,156.74,156.85,514,156.8828,66
2020-05-13 14:30:00,156.88,157.1,156.64,156.88,660,156.8528,98
2020-05-13 14:29:00,157.17,157.4,156.87,156.97,1069,157.1536,98
2020-05-13 14:28:00,156.85,157.34,156.85,157.13,640,157.1142,77
2020-05-13 14:27:00,157.04,157.19,156.9,156.95,710,157.0152,64
2020-05-13 14:26:00,157.01,157.55,156.71,157.1,2202,157.1824,242
2020-05-13 14:25:00,157.23,157.26,156.94,156.95,822,157.107,79
2020-05-13 14:24:00,157.35,157.66,157.21,157.21,1419,157.48,151
2020-05-13 14:23:00,157.42,157.57,157.24,157.35,1384,157.4144,157
2020-05-13 14:22:00,158.12,158.24,157.37,157.38,2229,157.7844,259
2020-05-13 14:21:00,157.79,158.24,157.79,158.2,1489,158.0104,163
2020-05-13 14:20:00,157.87,157.91,157.6,157.78,1579,157.7478,185
2020-05-13 14:19:00,158.02,158.25,157.7,157.85,1647,157.9902,190
2020-05-13 14:18:00,158.05,158.3,157.98,158.02,2928,158.1114,338
2020-05-13 14:17:00,157.4,158.15,157.17,158.14,3163,157.6966,358
2020-05-13 14:16:00,157.09,157.58,157.03,157.4,2124,157.3478,253
2020-05-13 14:15:00,156.77,157.16,156.5,157.11,2316,156.876,266
2020-05-13 14:14:00,156.78,156.9,156.66,156.8,1983,156.7812,173
2020-05-13 14:13:00,156.41,156.9,156.35,156.78,2161,156.636,195
2020-05-13 14:12:00,156.12,156.56,156.12,156.42,1908,156.3774,215
2020-05-13 14:11:00,155.76,156.3,155.76,156.15,2267,156.0634,231
2020-05-13 14:10:00,155.83,155.92,155.51,155.74,998,155.701,117
2020-05-13 14:09:00,155.8,155.85,155.43,155.73,1413,155.6722,106
2020-05-13 14:08:00,155.48,155.8,155.2,155.79,1441,155.555,137
2020-05-13 14:07:00,155.14,155.54,155.08,155.54,2106,155.3106,191
2020-05-13 14:06:00,154.7,155.27,154.7,155.15,1929,155.0444,179
2020-05-13 14:05:00,154.81,155.11,154.7,154.78,1751,154.9288,192
2020-05-13 14:04:00,154.9,155.0,154.42,154.79,1576,154.662,164
2020-05-13 14:03:00,155.15,155.26,155.0,155.0,864,155.1278,70
2020-05-13 14:02:00,155.06,155.38,154.91,155.11,1288,155.1214,129
2020-05-13 14:01:00,155.15,155.4,155.0,155.1,1525,155.1642,141
2020-05-13 14:00:00,155.8,155.8,155.06,155.19,1044,155.4074,127
2020-05-13 13:59:00,155.89,156.1,155.8,155.8,700,155.9278,79
2020-05-13 13:58:00,155.99,155.99,155.82,155.87,429,155.8962,49
2020-05-13 13:57:00,156.08,156.18,155.93,156.01,468,156.0556,58
2020-05-13 13:56:00,156.05,156.24,156.0,156.1,1010,156.1352,111
2020-05-13 13:55:00,155.77,156.19,155.77,155.98,1450,155.9828,123
2020-05-13 13:54:00,155.79,155.99,155.61,155.68,1213,155.8218,113
2020-05-13 13:53:00,156.15,156.2,155.78,155.83,746,155.9822,102
2020-05-13 13:52:00,156.3,156.46,156.01,156.12,630,156.18200000000002,84
2020-05-13 13:51:00,156.56,156.62,156.16,156.28,645,156.3182,84
2020-05-13 13:50:00,156.7,156.77,156.46,156.56,268,156.6472,37
2020-05-13 13:49:00,156.56,156.76,156.56,156.67,412,156.6648,55
2020-05-13 13:48:00,156.5,156.55,156.4,156.51,297,156.4884,30
2020-05-13 13:47:00,156.47,156.74,156.44,156.55,461,156.5932,60
2020-05-13 13:46:00,156.7,156.8,156.42,156.45,640,156.6804,71
2020-05-13 13:45:00,156.54,156.7,156.38,156.7,387,156.5114,51
2020-05-13 13:44:00,156.49,156.7,156.38,156.54,585,156.5424,72
2020-05-13 13:43:00,156.57,156.57,156.31,156.35,580,156.4156,63
2020-05-13 13:42:00,156.69,156.8,156.55,156.6,436,156.6444,45
2020-05-13 13:41:00,156.68,156.84,156.58,156.68,576,156.7176,45
2020-05-13 13:40:00,156.78,156.9,156.53,156.74,723,156.7548,81
2020-05-13 13:39:00,156.5,156.8,156.32,156.73,828,156.5502,82
2020-05-13 13:38:00,156.63,156.71,156.42,156.48,653,156.5828,55
2020-05-13 13:37:00,156.85,156.95,156.42,156.64,1094,156.6466,110
2020-05-13 13:36:00,156.6,156.95,156.6,156.81,1040,156.8116,109
2020-05-13 13:35:00,156.5,156.67,156.41,156.61,332,156.5244,40
2020-05-13 13:34:00,156.66,156.88,156.5,156.55,691,156.722,64
2020-05-13 13:33:00,156.55,156.77,156.46,156.7,434,156.5972,38
2020-05-13 13:32:00,156.7,156.71,156.46,156.52,419,156.567,44
2020-05-13 13:31:00,156.6,156.92,156.43,156.77,693,156.6998,84
2020-05-13 13:30:00,156.73,156.84,156.39,156.64,726,156.7084,90
2020-05-13 13:29:00,156.73,156.76,156.63,156.75,534,156.6936,61
2020-05-13 13:28:00,156.55,156.83,156.5,156.71,1153,156.719,127
2020-05-13 13:27:00,156.26,156.57,156.2,156.5,940,156.4174,99
2020-05-13 13:26:00,156.07,156.31,156.02,156.28,713,156.1664,92
2020-05-13 13:25:00,156.3,156.41,155.94,156.04,1249,156.1298,116
2020-05-13 13:24:00,156.65,156.86,156.23,156.31,1291,156.5762,125
2020-05-13 13:23:00,156.4,156.8,156.35,156.62,1203,156.5456,101
2020-05-13 13:22:00,156.7,156.71,156.1,156.39,1033,156.4028,103
2020-05-13 13:21:00,156.64,156.8,156.51,156.65,382,156.64700000000002,39
2020-05-13 13:20:00,157.04,157.17,156.62,156.64,1114,156.9578,137
2020-05-13 13:19:00,157.0,157.15,156.56,157.0,1112,156.9092,112
2020-05-13 13:18:00,157.12,157.31,156.93,157.04,1621,157.1466,188
2020-05-13 13:17:00,156.84,157.2,156.76,157.14,1853,157.012,179
2020-05-13 13:16:00,156.5,156.97,156.26,156.89,1021,156.6448,116
2020-05-13 13:15:00,156.89,156.92,156.48,156.51,762,156.6854,81
2020-05-13 13:14:00,156.34,156.92,156.34,156.88,1165,156.6936,114
2020-05-13 13:13:00,156.33,156.44,156.19,156.29,740,156.303,94
2020-05-13 13:12:00,156.6,156.98,156.27,156.3,1624,156.7412,171
2020-05-13 13:11:00,156.3,156.74,156.21,156.57,2019,156.5498,207
2020-05-13 13:10:00,155.88,156.35,155.84,156.29,1919,156.0536,200
2020-05-13 13:09:00,155.5,155.97,155.45,155.8,947,155.7186,98
2020-05-13 13:08:00,155.5,155.65,155.36,155.45,851,155.489,86
2020-05-13 13:07:00,155.18,155.6,155.06,155.6,1423,155.3684,173
2020-05-13 13:06:00,155.32,155.55,155.06,155.23,915,155.35399999999998,105
2020-05-13 13:05:00,155.35,155.79,155.3,155.34,1259,155.5758,112
2020-05-13 13:04:00,155.65,155.73,155.3,155.35,1373,155.49200000000002,119
2020-05-13 13:03:00,155.84,156.0,155.62,155.66,1102,155.8308,111
2020-05-13 13:02:00,156.28,156.4,155.8,155.8,931,156.0404,93
2020-05-13 13:01:00,156.4,156.56,156.22,156.31,712,156.4006,80
2020-05-13 13:00:00,156.72,156.81,156.3,156.3,605,156.4894,56
2020-05-13 12:59:00,156.92,157.1,156.62,156.64,755,156.9076,66
2020-05-13 12:58:00,156.66,156.81,156.51,156.78,461,156.6586,60
2020-05-13 12:57:00,156.73,156.9,156.66,156.67,293,156.7488,38
2020-05-13 12:56:00,157.03,157.14,156.7,156.74,733,156.871,77
2020-05-13 12:55:00,156.94,157.19,156.92,157.05,772,157.0396,79
